service_date,route_id,stop_id,trip_id,event_type,event_time_sec,schedule_deviation_sec,direction,direction_id
2025-01-23,Orange,stop_036,trip_00115,DEP,20700,-5,Inbound,1
2025-01-24,Red,stop_037,trip_00116,ARR,20880,-4,Outbound,0
2025-01-25,Orange,stop_038,trip_00117,DEP,21060,-3,Inbound,1
2025-01-26,Red,stop_039,trip_00118,ARR,21240,-2,Outbound,0
2025-01-27,Orange,stop_040,trip_00119,DEP,21420,-1,Inbound,1
2025-01-28,Red,stop_001,trip_00120,ARR,18000,0,Outbound,0
2025-01-29,Orange,stop_002,trip_00121,DEP,18180,1,Inbound,1
2025-01-30,Red,stop_003,trip_00122,ARR,18360,2,Outbound,0
2025-01-31,Orange,stop_004,trip_00123,DEP,18540,3,Inbound,1
2025-01-01,Red,stop_005,trip_00124,ARR,18720,4,Outbound,0
2025-01-02,Orange,stop_006,trip_00125,DEP,18900,5,Inbound,1
2025-01-03,Red,stop_007,trip_00126,ARR,19080,6,Outbound,0
2025-01-04,Orange,stop_008,trip_00127,DEP,19260,7,Inbound,1
2025-01-05,Red,stop_009,trip_00128,ARR,19440,8,Outbound,0
2025-01-06,Orange,stop_010,trip_00129,DEP,19620,9,Inbound,1
2025-01-07,Red,stop_011,trip_00130,ARR,19800,10,Outbound,0
2025-01-08,Orange,stop_012,trip_00131,DEP,19980,11,Inbound,1
2025-01-09,Red,stop_013,trip_00132,ARR,20160,12,Outbound,0
2025-01-10,Orange,stop_014,trip_00133,DEP,20340,13,Inbound,1
2025-01-11,Red,stop_015,trip_00134,ARR,20520,14,Outbound,0
2025-01-12,Orange,stop_016,trip_00135,DEP,20700,15,Inbound,1
2025-01-13,Red,stop_017,trip_00136,ARR,20880,16,Outbound,0
2025-01-14,Orange,stop_018,trip_00137,DEP,21060,17,Inbound,1
2025-01-15,Red,stop_019,trip_00138,ARR,21240,18,Outbound,0
2025-01-16,Orange,stop_020,trip_00139,DEP,21420,19,Inbound,1
2025-01-17,Red,stop_021,trip_00140,ARR,18000,20,Outbound,0
2025-01-18,Orange,stop_022,trip_00141,DEP,18180,21,Inbound,1
2025-01-19,Red,stop_023,trip_00142,ARR,18360,22,Outbound,0
2025-01-20,Orange,stop_024,trip_00143,DEP,18540,23,Inbound,1
2025-01-21,Red,stop_025,trip_00144,ARR,18720,24,Outbound,0
2025-01-22,Orange,stop_026,trip_00145,DEP,18900,25,Inbound,1
2025-01-23,Red,stop_027,trip_00146,ARR,19080,26,Outbound,0
2025-01-24,Orange,stop_028,trip_00147,DEP,19260,27,Inbound,1
2025-01-25,Red,stop_029,trip_00148,ARR,19440,28,Outbound,0
2025-01-26,Orange,stop_030,trip_00149,DEP,19620,29,Inbound,1
2025-01-27,Red,stop_031,trip_00150,ARR,19800,30,Outbound,0
2025-01-28,Orange,stop_032,trip_00151,DEP,19980,31,Inbound,1
2025-01-29,Red,stop_033,trip_00152,ARR,20160,32,Outbound,0
2025-01-30,Orange,stop_034,trip_00153,DEP,20340,33,Inbound,1
2025-01-31,Red,stop_035,trip_00154,ARR,20520,34,Outbound,0
2025-01-01,Orange,stop_036,trip_00155,DEP,20700,35,Inbound,1
2025-01-02,Red,stop_037,trip_00156,ARR,20880,36,Outbound,0
2025-01-03,Orange,stop_038,trip_00157,DEP,21060,37,Inbound,1
2025-01-04,Red,stop_039,trip_00158,ARR,21240,38,Outbound,0
2025-01-05,Orange,stop_040,trip_00159,DEP,21420,39,Inbound,1
2025-01-06,Red,stop_001,trip_00160,ARR,18000,40,Outbound,0
2025-01-07,Orange,stop_002,trip_00161,DEP,18180,41,Inbound,1
2025-01-08,Red,stop_003,trip_00162,ARR,18360,42,Outbound,0
2025-01-09,Orange,stop_004,trip_00163,DEP,18540,43,Inbound,1
2025-01-10,Red,stop_005,trip_00164,ARR,18720,44,Outbound,0
2025-01-11,Orange,stop_006,trip_00165,DEP,18900,45,Inbound,1
2025-01-12,Red,stop_007,trip_00166,ARR,19080,46,Outbound,0
2025-01-13,Orange,stop_008,trip_00167,DEP,19260,47,Inbound,1
2025-01-14,Red,stop_009,trip_00168,ARR,19440,48,Outbound,0
2025-01-15,Orange,stop_010,trip_00169,DEP,19620,49,Inbound,1
2025-01-16,Red,stop_011,trip_00170,ARR,19800,50,Outbound,0
2025-01-17,Orange,stop_012,trip_00171,DEP,19980,51,Inbound,1
2025-01-18,Red,stop_013,trip_00172,ARR,20160,52,Outbound,0
2025-01-19,Orange,stop_014,trip_00173,DEP,20340,53,Inbound,1
2025-01-20,Red,stop_015,trip_00174,ARR,20520,54,Outbound,0
2025-01-21,Orange,stop_016,trip_00175,DEP,20700,55,Inbound,1
2025-01-22,Red,stop_017,trip_00176,ARR,20880,56,Outbound,0
2025-01-23,Orange,stop_018,trip_00177,DEP,21060,57,Inbound,1
2025-01-24,Red,stop_019,trip_00178,ARR,21240,58,Outbound,0
2025-01-25,Orange,stop_020,trip_00179,DEP,21420,59,Inbound,1
2025-01-26,Red,stop_021,trip_00180,ARR,18000,60,Outbound,0
2025-01-27,Orange,stop_022,trip_00181,DEP,18180,61,Inbound,1
2025-01-28,Red,stop_023,trip_00182,ARR,18360,62,Outbound,0
2025-01-29,Orange,stop_024,trip_00183,DEP,18540,63,Inbound,1
2025-01-30,Red,stop_025,trip_00184,ARR,18720,64,Outbound,0
2025-01-31,Orange,stop_026,trip_00185,DEP,18900,65,Inbound,1
2025-01-01,Red,stop_027,trip_00186,ARR,19080,66,Outbound,0
2025-01-02,Orange,stop_028,trip_00187,DEP,19260,67,Inbound,1
2025-01-03,Red,stop_029,trip_00188,ARR,19440,68,Outbound,0
2025-01-04,Orange,stop_030,trip_00189,DEP,19620,69,Inbound,1
2025-01-05,Red,stop_031,trip_00190,ARR,19800,70,Outbound,0
2025-01-06,Orange,stop_032,trip_00191,DEP,19980,71,Inbound,1
2025-01-07,Red,stop_033,trip_00192,ARR,20160,72,Outbound,0
2025-01-08,Orange,stop_034,trip_00193,DEP,20340,73,Inbound,1
2025-01-09,Red,stop_035,trip_00194,ARR,20520,74,Outbound,0
2025-01-10,Orange,stop_036,trip_00195,DEP,20700,75,Inbound,1
2025-01-11,Red,stop_037,trip_00196,ARR,20880,76,Outbound,0
2025-01-12,Orange,stop_038,trip_00197,DEP,21060,77,Inbound,1
2025-01-13,Red,stop_039,trip_00198,ARR,21240,78,Outbound,0
2025-01-14,Orange,stop_040,trip_00199,DEP,21420,79,Inbound,1
2025-01-15,Red,stop_001,trip_00200,ARR,18000,80,Outbound,0
2025-01-16,Orange,stop_002,trip_00201,DEP,18180,81,Inbound,1
2025-01-17,Red,stop_003,trip_00202,ARR,18360,82,Outbound,0
2025-01-18,Orange,stop_004,trip_00203,DEP,18540,83,Inbound,1
2025-01-19,Red,stop_005,trip_00204,ARR,18720,84,Outbound,0
2025-01-20,Orange,stop_006,trip_00205,DEP,18900,85,Inbound,1
2025-01-21,Red,stop_007,trip_00206,ARR,19080,86,Outbound,0
2025-01-22,Orange,stop_008,trip_00207,DEP,19260,87,Inbound,1
2025-01-23,Red,stop_009,trip_00208,ARR,19440,88,Outbound,0
2025-01-24,Orange,stop_010,trip_00209,DEP,19620,89,Inbound,1
2025-01-25,Red,stop_011,trip_00210,ARR,19800,90,Outbound,0
2025-01-26,Orange,stop_012,trip_00211,DEP,19980,91,Inbound,1
2025-01-27,Red,stop_013,trip_00212,ARR,20160,92,Outbound,0
2025-01-28,Orange,stop_014,trip_00213,DEP,20340,93,Inbound,1
2025-01-29,Red,stop_015,trip_00214,ARR,20520,94,Outbound,0
2025-01-30,Orange,stop_016,trip_00215,DEP,20700,95,Inbound,1
2025-01-31,Red,stop_017,trip_00216,ARR,20880,96,Outbound,0
2025-01-01,Orange,stop_018,trip_00217,DEP,21060,97,Inbound,1
2025-01-02,Red,stop_019,trip_00218,ARR,21240,98,Outbound,0
2025-01-03,Orange,stop_020,trip_00219,DEP,21420,99,Inbound,1
2025-01-04,Red,stop_021,trip_00220,ARR,18000,100,Outbound,0
2025-01-05,Orange,stop_022,trip_00221,DEP,18180,101,Inbound,1
2025-01-06,Red,stop_023,trip_00222,ARR,18360,102,Outbound,0
2025-01-07,Orange,stop_024,trip_00223,DEP,18540,103,Inbound,1
2025-01-08,Red,stop_025,trip_00224,ARR,18720,104,Outbound,0
2025-01-09,Orange,stop_026,trip_00225,DEP,18900,105,Inbound,1
2025-01-10,Red,stop_027,trip_00226,ARR,19080,106,Outbound,0
2025-01-11,Orange,stop_028,trip_00227,DEP,19260,107,Inbound,1
2025-01-12,Red,stop_029,trip_00228,ARR,19440,108,Outbound,0
2025-01-13,Orange,stop_030,trip_00229,DEP,19620,109,Inbound,1
2025-01-14,Red,stop_031,trip_00230,ARR,19800,110,Outbound,0
2025-01-15,Orange,stop_032,trip_00231,DEP,19980,111,Inbound,1
2025-01-16,Red,stop_033,trip_00232,ARR,20160,112,Outbound,0
2025-01-17,Orange,stop_034,trip_00233,DEP,20340,113,Inbound,1
2025-01-18,Red,stop_035,trip_00234,ARR,20520,114,Outbound,0
2025-01-19,Orange,stop_036,trip_00235,DEP,20700,115,Inbound,1
2025-01-20,Red,stop_037,trip_00236,ARR,20880,116,Outbound,0
2025-01-21,Orange,stop_038,trip_00237,DEP,21060,117,Inbound,1
2025-01-22,Red,stop_039,trip_00238,ARR,21240,118,Outbound,0
2025-01-23,Orange,stop_040,trip_00239,DEP,21420,119,Inbound,1
2025-01-24,Red,stop_001,trip_00240,ARR,18000,120,Outbound,0
2025-01-25,Orange,stop_002,trip_00241,DEP,18180,121,Inbound,1
2025-01-26,Red,stop_003,trip_00242,ARR,18360,122,Outbound,0
2025-01-27,Orange,stop_004,trip_00243,DEP,18540,123,Inbound,1
2025-01-28,Red,stop_005,trip_00244,ARR,18720,124,Outbound,0
2025-01-29,Orange,stop_006,trip_00245,DEP,18900,125,Inbound,1
2025-01-30,Red,stop_007,trip_00246,ARR,19080,126,Outbound,0
2025-01-31,Orange,stop_008,trip_00247,DEP,19260,127,Inbound,1
2025-01-01,Red,stop_009,trip_00248,ARR,19440,128,Outbound,0
2025-01-02,Orange,stop_010,trip_00249,DEP,19620,129,Inbound,1
2025-01-03,Red,stop_011,trip_00250,ARR,19800,130,Outbound,0
2025-01-04,Orange,stop_012,trip_00251,DEP,19980,131,Inbound,1
2025-01-05,Red,stop_013,trip_00252,ARR,20160,132,Outbound,0
2025-01-06,Orange,stop_014,trip_00253,DEP,20340,133,Inbound,1
2025-01-07,Red,stop_015,trip_00254,ARR,20520,134,Outbound,0
2025-01-08,Orange,stop_016,trip_00255,DEP,20700,135,Inbound,1
2025-01-09,Red,stop_017,trip_00256,ARR,20880,136,Outbound,0
2025-01-10,Orange,stop_018,trip_00257,DEP,21060,137,Inbound,1
2025-01-11,Red,stop_019,trip_00258,ARR,21240,138,Outbound,0
2025-01-12,Orange,stop_020,trip_00259,DEP,21420,139,Inbound,1
2025-01-13,Red,stop_021,trip_00260,ARR,18000,140,Outbound,0
2025-01-14,Orange,stop_022,trip_00261,DEP,18180,141,Inbound,1
2025-01-15,Red,stop_023,trip_00262,ARR,18360,142,Outbound,0
2025-01-16,Orange,stop_024,trip_00263,DEP,18540,143,Inbound,1
2025-01-17,Red,stop_025,trip_00264,ARR,18720,144,Outbound,0
2025-01-18,Orange,stop_026,trip_00265,DEP,18900,145,Inbound,1
2025-01-19,Red,stop_027,trip_00266,ARR,19080,146,Outbound,0
2025-01-20,Orange,stop_028,trip_00267,DEP,19260,147,Inbound,1
2025-01-21,Red,stop_029,trip_00268,ARR,19440,148,Outbound,0
2025-01-22,Orange,stop_030,trip_00269,DEP,19620,149,Inbound,1
2025-01-23,Red,stop_031,trip_00270,ARR,19800,150,Outbound,0
2025-01-24,Orange,stop_032,trip_00271,DEP,19980,151,Inbound,1
2025-01-25,Red,stop_033,trip_00272,ARR,20160,152,Outbound,0
2025-01-26,Orange,stop_034,trip_00273,DEP,20340,153,Inbound,1
2025-01-27,Red,stop_035,trip_00274,ARR,20520,154,Outbound,0
2025-01-28,Orange,stop_036,trip_00275,DEP,20700,155,Inbound,1
2025-01-29,Red,stop_037,trip_00276,ARR,20880,156,Outbound,0
2025-01-30,Orange,stop_038,trip_00277,DEP,21060,157,Inbound,1
2025-01-31,Red,stop_039,trip_00278,ARR,21240,158,Outbound,0
2025-01-01,Orange,stop_040,trip_00279,DEP,21420,159,Inbound,1
2025-01-02,Red,stop_001,trip_00280,ARR,18000,160,Outbound,0
2025-01-03,Orange,stop_002,trip_00281,DEP,18180,161,Inbound,1
2025-01-04,Red,stop_003,trip_00282,ARR,18360,162,Outbound,0
2025-01-05,Orange,stop_004,trip_00283,DEP,18540,163,Inbound,1
2025-01-06,Red,stop_005,trip_00284,ARR,18720,164,Outbound,0
2025-01-07,Orange,stop_006,trip_00285,DEP,18900,165,Inbound,1
2025-01-08,Red,stop_007,trip_00286,ARR,19080,166,Outbound,0
2025-01-09,Orange,stop_008,trip_00287,DEP,19260,167,Inbound,1
2025-01-10,Red,stop_009,trip_00288,ARR,19440,168,Outbound,0
2025-01-11,Orange,stop_010,trip_00289,DEP,19620,169,Inbound,1
2025-01-12,Red,stop_011,trip_00290,ARR,19800,170,Outbound,0
2025-01-13,Orange,stop_012,trip_00291,DEP,19980,171,Inbound,1
2025-01-14,Red,stop_013,trip_00292,ARR,20160,172,Outbound,0
2025-01-15,Orange,stop_014,trip_00293,DEP,20340,173,Inbound,1
2025-01-16,Red,stop_015,trip_00294,ARR,20520,174,Outbound,0
2025-01-17,Orange,stop_016,trip_00295,DEP,20700,175,Inbound,1
2025-01-18,Red,stop_017,trip_00296,ARR,20880,176,Outbound,0
2025-01-19,Orange,stop_018,trip_00297,DEP,21060,177,Inbound,1
2025-01-20,Red,stop_019,trip_00298,ARR,21240,178,Outbound,0
2025-01-21,Orange,stop_020,trip_00299,DEP,21420,179,Inbound,1
2025-01-22,Red,stop_021,trip_00300,ARR,18000,180,Outbound,0
2025-01-23,Orange,stop_022,trip_00301,DEP,18180,181,Inbound,1
2025-01-24,Red,stop_023,trip_00302,ARR,18360,182,Outbound,0
2025-01-25,Orange,stop_024,trip_00303,DEP,18540,183,Inbound,1
2025-01-26,Red,stop_025,trip_00304,ARR,18720,184,Outbound,0
2025-01-27,Orange,stop_026,trip_00305,DEP,18900,185,Inbound,1
2025-01-28,Red,stop_027,trip_00306,ARR,19080,186,Outbound,0
2025-01-29,Orange,stop_028,trip_00307,DEP,19260,187,Inbound,1
2025-01-30,Red,stop_029,trip_00308,ARR,19440,188,Outbound,0
2025-01-31,Orange,stop_030,trip_00309,DEP,19620,189,Inbound,1
2025-01-01,Red,stop_031,trip_00310,ARR,19800,190,Outbound,0
2025-01-02,Orange,stop_032,trip_00311,DEP,19980,191,Inbound,1
2025-01-03,Red,stop_033,trip_00312,ARR,20160,192,Outbound,0
2025-01-04,Orange,stop_034,trip_00313,DEP,20340,193,Inbound,1
2025-01-05,Red,stop_035,trip_00314,ARR,20520,194,Outbound,0
2025-01-06,Orange,stop_036,trip_00315,DEP,20700,195,Inbound,1
2025-01-07,Red,stop_037,trip_00316,ARR,20880,196,Outbound,0
2025-01-08,Orange,stop_038,trip_00317,DEP,21060,197,Inbound,1
2025-01-09,Red,stop_039,trip_00318,ARR,21240,198,Outbound,0
2025-01-10,Orange,stop_040,trip_00319,DEP,21420,199,Inbound,1
2025-01-11,Red,stop_001,trip_00320,ARR,18000,200,Outbound,0
2025-01-12,Orange,stop_002,trip_00321,DEP,18180,201,Inbound,1
2025-01-13,Red,stop_003,trip_00322,ARR,18360,202,Outbound,0
2025-01-14,Orange,stop_004,trip_00323,DEP,18540,203,Inbound,1
2025-01-15,Red,stop_005,trip_00324,ARR,18720,204,Outbound,0
2025-01-16,Orange,stop_006,trip_00325,DEP,18900,205,Inbound,1
2025-01-17,Red,stop_007,trip_00326,ARR,19080,206,Outbound,0
2025-01-18,Orange,stop_008,trip_00327,DEP,19260,207,Inbound,1
2025-01-19,Red,stop_009,trip_00328,ARR,19440,208,Outbound,0
2025-01-20,Orange,stop_010,trip_00329,DEP,19620,209,Inbound,1
2025-01-21,Red,stop_011,trip_00330,ARR,19800,210,Outbound,0
2025-01-22,Orange,stop_012,trip_00331,DEP,19980,211,Inbound,1
2025-01-23,Red,stop_013,trip_00332,ARR,20160,212,Outbound,0
2025-01-24,Orange,stop_014,trip_00333,DEP,20340,213,Inbound,1
2025-01-25,Red,stop_015,trip_00334,ARR,20520,214,Outbound,0
2025-01-26,Orange,stop_016,trip_00335,DEP,20700,215,Inbound,1
2025-01-27,Red,stop_017,trip_00336,ARR,20880,216,Outbound,0
2025-01-28,Orange,stop_018,trip_00337,DEP,21060,217,Inbound,1
2025-01-29,Red,stop_019,trip_00338,ARR,21240,218,Outbound,0
2025-01-30,Orange,stop_020,trip_00339,DEP,21420,219,Inbound,1
2025-01-31,Red,stop_021,trip_00340,ARR,18000,220,Outbound,0
2025-01-01,Orange,stop_022,trip_00341,DEP,18180,221,Inbound,1
2025-01-02,Red,stop_023,trip_00342,ARR,18360,222,Outbound,0
2025-01-03,Orange,stop_024,trip_00343,DEP,18540,223,Inbound,1
2025-01-04,Red,stop_025,trip_00344,ARR,18720,224,Outbound,0
2025-01-05,Orange,stop_026,trip_00345,DEP,18900,225,Inbound,1
2025-01-06,Red,stop_027,trip_00346,ARR,19080,226,Outbound,0
2025-01-07,Orange,stop_028,trip_00347,DEP,19260,227,Inbound,1
2025-01-08,Red,stop_029,trip_00348,ARR,19440,228,Outbound,0
2025-01-09,Orange,stop_030,trip_00349,DEP,19620,229,Inbound,1
2025-01-10,Red,stop_031,trip_00350,ARR,19800,230,Outbound,0
2025-01-11,Orange,stop_032,trip_00351,DEP,19980,231,Inbound,1
2025-01-12,Red,stop_033,trip_00352,ARR,20160,232,Outbound,0
2025-01-13,Orange,stop_034,trip_00353,DEP,20340,233,Inbound,1
2025-01-14,Red,stop_035,trip_00354,ARR,20520,234,Outbound,0
2025-01-15,Orange,stop_036,trip_00355,DEP,20700,235,Inbound,1
2025-01-16,Red,stop_037,trip_00356,ARR,20880,236,Outbound,0
2025-01-17,Orange,stop_038,trip_00357,DEP,21060,237,Inbound,1
2025-01-18,Red,stop_039,trip_00358,ARR,21240,238,Outbound,0
2025-01-19,Orange,stop_040,trip_00359,DEP,21420,239,Inbound,1
2025-01-20,Red,stop_001,trip_00360,ARR,18000,240,Outbound,0
2025-01-21,Orange,stop_002,trip_00361,DEP,18180,241,Inbound,1
2025-01-22,Red,stop_003,trip_00362,ARR,18360,242,Outbound,0
2025-01-23,Orange,stop_004,trip_00363,DEP,18540,243,Inbound,1
2025-01-24,Red,stop_005,trip_00364,ARR,18720,244,Outbound,0
2025-01-25,Orange,stop_006,trip_00365,DEP,18900,245,Inbound,1
2025-01-26,Red,stop_007,trip_00366,ARR,19080,246,Outbound,0
